OrderID,OrderDate,DispatchDate,ETA,DeliveryDate,OriginPlant,DestinationWarehouse,TransportMode,Supplier,DelayReason
O-1219,2023-07-22,2023-07-25,2023-07-27,2023-07-29,Hyderabad,Ahmedabad_WH,Air,Supplier_C,Customs Delay
O-1220,2023-10-21,2023-10-24,2023-10-29,2023-11-01,Bengaluru,Delhi_WH,Rail,Supplier_A,Traffic
O-1221,2023-12-10,2023-12-13,2023-12-15,2023-12-18,Bengaluru,Mumbai_WH,Road,Supplier_B,Transport Breakdown
O-1222,2023-04-10,2023-04-12,2023-04-17,2023-04-19,Pune,Delhi_WH,Rail,Supplier_A,Weather
O-1223,2023-12-14,2023-12-17,2023-12-21,2023-12-23,Pune,Mumbai_WH,Sea,Supplier_C,Transport Breakdown
O-1224,2023-02-08,2023-02-09,2023-02-15,2023-02-14,Pune,Delhi_WH,Sea,Supplier_B,None
O-1225,2023-08-26,2023-08-29,2023-09-04,2023-09-03,Pune,Mumbai_WH,Sea,Supplier_B,None
O-1226,2023-04-23,2023-04-25,2023-04-28,2023-04-27,Pune,Delhi_WH,Rail,Supplier_D,None
O-1227,2023-10-24,2023-10-27,2023-11-02,2023-11-02,Pune,Kolkata_WH,Sea,Supplier_A,None
O-1228,2023-09-14,2023-09-15,2023-09-20,2023-09-20,Hyderabad,Delhi_WH,Air,Supplier_D,None
O-1229,2023-09-03,2023-09-04,2023-09-10,2023-09-10,Hyderabad,Ahmedabad_WH,Sea,Supplier_A,None
O-1230,2023-11-03,2023-11-06,2023-11-08,2023-11-09,Chennai,Ahmedabad_WH,Air,Supplier_C,Traffic
O-1231,2023-08-21,2023-08-24,2023-08-30,2023-08-29,Chennai,Kolkata_WH,Air,Supplier_C,None
O-1232,2023-02-17,2023-02-19,2023-02-22,2023-02-25,Bengaluru,Delhi_WH,Sea,Supplier_D,Traffic
O-1233,2023-09-02,2023-09-03,2023-09-05,2023-09-06,Chennai,Kolkata_WH,Rail,Supplier_D,Transport Breakdown
O-1234,2023-03-21,2023-03-23,2023-03-29,2023-03-30,Pune,Delhi_WH,Sea,Supplier_D,Weather
O-1235,2023-12-28,2023-12-30,2024-01-02,2024-01-01,Pune,Kolkata_WH,Air,Supplier_C,None
O-1236,2023-02-16,2023-02-17,2023-02-22,2023-02-25,Hyderabad,Delhi_WH,Road,Supplier_B,Transport Breakdown
O-1237,2023-01-06,2023-01-07,2023-01-13,2023-01-14,Hyderabad,Ahmedabad_WH,Road,Supplier_B,Customs Delay
O-1238,2023-06-30,2023-07-03,2023-07-08,2023-07-10,Pune,Ahmedabad_WH,Road,Supplier_A,Customs Delay
O-1239,2023-10-22,2023-10-23,2023-10-27,2023-10-27,Hyderabad,Ahmedabad_WH,Sea,Supplier_B,None
O-1240,2023-05-05,2023-05-07,2023-05-12,2023-05-14,Hyderabad,Ahmedabad_WH,Sea,Supplier_D,Traffic
O-1241,2023-02-08,2023-02-11,2023-02-14,2023-02-16,Hyderabad,Kolkata_WH,Rail,Supplier_A,Weather
O-1242,2023-02-24,2023-02-25,2023-02-27,2023-03-01,Pune,Mumbai_WH,Road,Supplier_B,Traffic
O-1243,2023-01-28,2023-01-31,2023-02-05,2023-02-07,Chennai,Mumbai_WH,Rail,Supplier_D,Traffic
O-1244,2023-07-05,2023-07-08,2023-07-12,2023-07-12,Bengaluru,Kolkata_WH,Rail,Supplier_D,None
O-1245,2023-04-03,2023-04-06,2023-04-09,2023-04-12,Pune,Ahmedabad_WH,Road,Supplier_D,Customs Delay
O-1246,2023-09-07,2023-09-09,2023-09-13,2023-09-16,Chennai,Kolkata_WH,Sea,Supplier_D,Traffic
O-1247,2023-07-30,2023-07-31,2023-08-04,2023-08-07,Pune,Delhi_WH,Air,Supplier_C,Customs Delay
O-1248,2023-11-20,2023-11-23,2023-11-29,2023-12-01,Pune,Ahmedabad_WH,Road,Supplier_B,Traffic
O-1249,2023-04-05,2023-04-06,2023-04-09,2023-04-09,Hyderabad,Mumbai_WH,Rail,Supplier_D,None
O-1250,2023-02-23,2023-02-25,2023-03-03,2023-03-03,Hyderabad,Delhi_WH,Road,Supplier_A,None
O-1251,2023-09-01,2023-09-03,2023-09-09,2023-09-10,Pune,Kolkata_WH,Air,Supplier_A,Transport Breakdown
O-1252,2023-02-15,2023-02-17,2023-02-21,2023-02-22,Hyderabad,Mumbai_WH,Rail,Supplier_C,Transport Breakdown
O-1253,2023-05-30,2023-06-02,2023-06-05,2023-06-04,Bengaluru,Ahmedabad_WH,Rail,Supplier_C,None
O-1254,2023-05-26,2023-05-29,2023-06-04,2023-06-05,Chennai,Kolkata_WH,Air,Supplier_D,Transport Breakdown
O-1255,2023-01-26,2023-01-29,2023-01-31,2023-01-31,Bengaluru,Mumbai_WH,Road,Supplier_C,None
O-1256,2023-12-23,2023-12-24,2023-12-28,2023-12-27,Pune,Ahmedabad_WH,Air,Supplier_D,None
O-1257,2023-05-07,2023-05-10,2023-05-12,2023-05-12,Hyderabad,Ahmedabad_WH,Sea,Supplier_B,None
O-1258,2023-04-12,2023-04-14,2023-04-16,2023-04-16,Hyderabad,Kolkata_WH,Road,Supplier_C,None
O-1259,2023-02-15,2023-02-16,2023-02-19,2023-02-21,Chennai,Kolkata_WH,Rail,Supplier_D,Traffic
O-1260,2023-12-19,2023-12-21,2023-12-25,2023-12-25,Chennai,Delhi_WH,Rail,Supplier_D,None
O-1261,2023-11-03,2023-11-06,2023-11-09,2023-11-08,Hyderabad,Kolkata_WH,Air,Supplier_C,None
O-1262,2023-12-04,2023-12-07,2023-12-12,2023-12-12,Pune,Delhi_WH,Sea,Supplier_B,None
O-1263,2023-04-14,2023-04-15,2023-04-20,2023-04-20,Chennai,Delhi_WH,Road,Supplier_B,None
O-1264,2023-02-10,2023-02-12,2023-02-14,2023-02-15,Chennai,Ahmedabad_WH,Rail,Supplier_A,Transport Breakdown
O-1265,2023-04-08,2023-04-09,2023-04-15,2023-04-15,Chennai,Ahmedabad_WH,Air,Supplier_A,None
O-1266,2023-09-16,2023-09-18,2023-09-21,2023-09-24,Chennai,Ahmedabad_WH,Rail,Supplier_B,Transport Breakdown
O-1267,2023-08-20,2023-08-22,2023-08-27,2023-08-26,Pune,Kolkata_WH,Road,Supplier_D,None
O-1268,2023-08-24,2023-08-26,2023-08-29,2023-08-29,Bengaluru,Delhi_WH,Rail,Supplier_B,None
O-1269,2023-09-07,2023-09-10,2023-09-16,2023-09-15,Hyderabad,Mumbai_WH,Rail,Supplier_C,None
O-1270,2023-11-21,2023-11-24,2023-11-29,2023-11-28,Chennai,Delhi_WH,Rail,Supplier_A,None
O-1271,2023-08-10,2023-08-12,2023-08-17,2023-08-17,Bengaluru,Mumbai_WH,Air,Supplier_D,None
O-1272,2023-09-07,2023-09-09,2023-09-15,2023-09-15,Hyderabad,Mumbai_WH,Air,Supplier_B,None
O-1273,2023-11-01,2023-11-04,2023-11-06,2023-11-07,Pune,Kolkata_WH,Rail,Supplier_B,Customs Delay
O-1274,2023-11-14,2023-11-15,2023-11-19,2023-11-18,Bengaluru,Mumbai_WH,Rail,Supplier_A,None
O-1275,2023-07-12,2023-07-15,2023-07-21,2023-07-20,Chennai,Delhi_WH,Rail,Supplier_D,None
O-1276,2023-11-29,2023-12-01,2023-12-04,2023-12-06,Bengaluru,Kolkata_WH,Rail,Supplier_A,Traffic
O-1277,2023-03-22,2023-03-23,2023-03-27,2023-03-28,Hyderabad,Ahmedabad_WH,Rail,Supplier_C,Weather
O-1278,2023-06-24,2023-06-26,2023-06-29,2023-06-28,Chennai,Mumbai_WH,Sea,Supplier_C,None
O-1279,2023-12-01,2023-12-02,2023-12-08,2023-12-11,Chennai,Mumbai_WH,Air,Supplier_D,Customs Delay
O-1280,2023-01-16,2023-01-18,2023-01-23,2023-01-25,Pune,Mumbai_WH,Sea,Supplier_B,Weather
O-1281,2023-12-18,2023-12-19,2023-12-23,2023-12-22,Chennai,Mumbai_WH,Sea,Supplier_B,None
O-1282,2023-01-08,2023-01-10,2023-01-15,2023-01-15,Bengaluru,Ahmedabad_WH,Air,Supplier_B,None
O-1283,2023-11-10,2023-11-13,2023-11-19,2023-11-22,Pune,Ahmedabad_WH,Road,Supplier_D,Traffic
O-1284,2023-07-23,2023-07-25,2023-07-29,2023-07-31,Pune,Ahmedabad_WH,Sea,Supplier_B,Customs Delay
O-1285,2023-08-19,2023-08-20,2023-08-23,2023-08-25,Hyderabad,Kolkata_WH,Sea,Supplier_D,Customs Delay
O-1286,2023-01-23,2023-01-24,2023-01-28,2023-01-31,Hyderabad,Ahmedabad_WH,Air,Supplier_B,Customs Delay
O-1287,2023-01-07,2023-01-09,2023-01-14,2023-01-16,Bengaluru,Kolkata_WH,Sea,Supplier_B,Traffic
O-1288,2023-01-29,2023-02-01,2023-02-05,2023-02-04,Chennai,Mumbai_WH,Air,Supplier_A,None
O-1289,2023-01-19,2023-01-20,2023-01-24,2023-01-25,Hyderabad,Kolkata_WH,Sea,Supplier_B,Weather
O-1290,2023-02-25,2023-02-28,2023-03-06,2023-03-05,Chennai,Delhi_WH,Sea,Supplier_B,None
O-1291,2023-11-09,2023-11-10,2023-11-14,2023-11-14,Hyderabad,Mumbai_WH,Road,Supplier_D,None
O-1292,2023-05-11,2023-05-12,2023-05-16,2023-05-17,Chennai,Kolkata_WH,Road,Supplier_A,Weather
O-1293,2023-09-04,2023-09-05,2023-09-10,2023-09-13,Bengaluru,Mumbai_WH,Sea,Supplier_D,Weather
O-1294,2023-05-24,2023-05-25,2023-05-29,2023-05-31,Bengaluru,Mumbai_WH,Sea,Supplier_C,Customs Delay
O-1295,2023-09-26,2023-09-28,2023-10-01,2023-09-30,Pune,Mumbai_WH,Rail,Supplier_D,None
O-1296,2023-03-15,2023-03-16,2023-03-22,2023-03-22,Pune,Kolkata_WH,Air,Supplier_D,None
O-1297,2023-02-22,2023-02-25,2023-03-01,2023-02-28,Hyderabad,Delhi_WH,Rail,Supplier_C,None
O-1298,2023-02-28,2023-03-01,2023-03-07,2023-03-10,Chennai,Kolkata_WH,Air,Supplier_B,Traffic
O-1299,2023-01-15,2023-01-17,2023-01-19,2023-01-18,Bengaluru,Mumbai_WH,Sea,Supplier_D,None
O-1300,2023-02-17,2023-02-20,2023-02-25,2023-02-24,Hyderabad,Mumbai_WH,Sea,Supplier_A,None
O-1301,2023-01-16,2023-01-17,2023-01-22,2023-01-21,Hyderabad,Ahmedabad_WH,Rail,Supplier_C,None
O-1302,2023-09-30,2023-10-02,2023-10-07,2023-10-10,Bengaluru,Kolkata_WH,Air,Supplier_C,Transport Breakdown
O-1303,2023-12-31,2024-01-03,2024-01-08,2024-01-07,Chennai,Delhi_WH,Sea,Supplier_B,None
O-1304,2023-02-16,2023-02-17,2023-02-20,2023-02-23,Hyderabad,Delhi_WH,Air,Supplier_C,Traffic
O-1305,2023-02-15,2023-02-18,2023-02-20,2023-02-23,Hyderabad,Kolkata_WH,Air,Supplier_C,Transport Breakdown
O-1306,2023-11-17,2023-11-19,2023-11-24,2023-11-26,Hyderabad,Ahmedabad_WH,Sea,Supplier_B,Transport Breakdown
O-1307,2023-11-28,2023-11-29,2023-12-02,2023-12-04,Bengaluru,Delhi_WH,Air,Supplier_B,Transport Breakdown
O-1308,2023-04-26,2023-04-27,2023-05-02,2023-05-05,Hyderabad,Kolkata_WH,Sea,Supplier_D,Traffic
O-1309,2023-12-20,2023-12-21,2023-12-24,2023-12-27,Bengaluru,Ahmedabad_WH,Sea,Supplier_C,Weather
O-1310,2023-08-29,2023-08-31,2023-09-06,2023-09-08,Pune,Delhi_WH,Sea,Supplier_A,Weather
O-1311,2023-12-03,2023-12-05,2023-12-11,2023-12-10,Chennai,Delhi_WH,Rail,Supplier_D,None
O-1312,2023-07-09,2023-07-10,2023-07-14,2023-07-14,Chennai,Ahmedabad_WH,Sea,Supplier_B,None
O-1313,2023-11-23,2023-11-24,2023-11-27,2023-11-30,Chennai,Ahmedabad_WH,Road,Supplier_D,Weather
O-1314,2023-05-15,2023-05-16,2023-05-22,2023-05-24,Hyderabad,Ahmedabad_WH,Rail,Supplier_D,Traffic
O-1315,2023-02-20,2023-02-22,2023-02-28,2023-03-02,Pune,Kolkata_WH,Air,Supplier_C,Transport Breakdown
O-1316,2023-02-20,2023-02-23,2023-02-25,2023-02-27,Bengaluru,Ahmedabad_WH,Air,Supplier_A,Weather
O-1317,2023-12-03,2023-12-06,2023-12-12,2023-12-12,Chennai,Ahmedabad_WH,Road,Supplier_A,None
O-1318,2023-05-22,2023-05-23,2023-05-28,2023-05-30,Chennai,Delhi_WH,Road,Supplier_C,Weather
O-1319,2023-04-22,2023-04-25,2023-04-27,2023-04-29,Chennai,Ahmedabad_WH,Road,Supplier_A,Weather
O-1320,2023-10-22,2023-10-23,2023-10-29,2023-10-31,Pune,Ahmedabad_WH,Sea,Supplier_B,Transport Breakdown
O-1321,2023-01-29,2023-02-01,2023-02-03,2023-02-04,Pune,Ahmedabad_WH,Road,Supplier_C,Weather
O-1322,2023-09-07,2023-09-08,2023-09-13,2023-09-13,Bengaluru,Kolkata_WH,Air,Supplier_D,None
O-1323,2023-01-29,2023-01-31,2023-02-02,2023-02-04,Bengaluru,Kolkata_WH,Air,Supplier_A,Traffic
O-1324,2023-12-26,2023-12-29,2024-01-01,2023-12-31,Bengaluru,Mumbai_WH,Air,Supplier_D,None
O-1325,2023-08-07,2023-08-09,2023-08-14,2023-08-15,Bengaluru,Mumbai_WH,Air,Supplier_B,Traffic
O-1326,2023-08-13,2023-08-14,2023-08-20,2023-08-19,Pune,Mumbai_WH,Air,Supplier_B,None
O-1327,2023-04-16,2023-04-17,2023-04-21,2023-04-24,Hyderabad,Mumbai_WH,Sea,Supplier_D,Transport Breakdown
O-1328,2023-04-09,2023-04-10,2023-04-16,2023-04-15,Bengaluru,Mumbai_WH,Rail,Supplier_D,None
O-1329,2023-03-23,2023-03-26,2023-03-28,2023-03-27,Hyderabad,Mumbai_WH,Rail,Supplier_D,None
O-1330,2023-09-21,2023-09-22,2023-09-24,2023-09-24,Bengaluru,Ahmedabad_WH,Sea,Supplier_B,None
O-1331,2023-08-30,2023-09-02,2023-09-07,2023-09-06,Chennai,Delhi_WH,Sea,Supplier_D,None
O-1332,2023-01-17,2023-01-20,2023-01-26,2023-01-25,Pune,Mumbai_WH,Rail,Supplier_B,None
O-1333,2023-09-25,2023-09-27,2023-09-30,2023-10-03,Bengaluru,Ahmedabad_WH,Sea,Supplier_B,Transport Breakdown
O-1334,2023-01-21,2023-01-23,2023-01-29,2023-01-28,Hyderabad,Delhi_WH,Sea,Supplier_A,None
O-1335,2023-05-03,2023-05-06,2023-05-08,2023-05-07,Pune,Kolkata_WH,Sea,Supplier_B,None
O-1336,2023-12-27,2023-12-30,2024-01-01,2023-12-31,Pune,Ahmedabad_WH,Sea,Supplier_B,None
O-1337,2023-02-26,2023-02-28,2023-03-04,2023-03-06,Pune,Delhi_WH,Rail,Supplier_A,Traffic
O-1338,2023-06-30,2023-07-02,2023-07-08,2023-07-10,Chennai,Kolkata_WH,Road,Supplier_B,Weather
O-1339,2023-02-11,2023-02-13,2023-02-16,2023-02-17,Hyderabad,Delhi_WH,Road,Supplier_B,Traffic
O-1340,2023-08-16,2023-08-19,2023-08-21,2023-08-22,Pune,Ahmedabad_WH,Road,Supplier_D,Customs Delay
O-1341,2023-10-18,2023-10-19,2023-10-23,2023-10-23,Hyderabad,Kolkata_WH,Rail,Supplier_D,None
O-1342,2023-12-29,2024-01-01,2024-01-04,2024-01-04,Chennai,Mumbai_WH,Air,Supplier_C,None
O-1343,2023-08-18,2023-08-21,2023-08-24,2023-08-27,Chennai,Kolkata_WH,Road,Supplier_C,Weather
O-1344,2023-10-21,2023-10-24,2023-10-27,2023-10-30,Hyderabad,Kolkata_WH,Rail,Supplier_C,Transport Breakdown
O-1345,2023-06-17,2023-06-18,2023-06-24,2023-06-24,Pune,Delhi_WH,Air,Supplier_D,None
O-1346,2023-11-05,2023-11-08,2023-11-14,2023-11-13,Hyderabad,Kolkata_WH,Rail,Supplier_B,None
O-1347,2023-08-01,2023-08-03,2023-08-07,2023-08-07,Chennai,Ahmedabad_WH,Sea,Supplier_A,None
O-1348,2023-01-04,2023-01-06,2023-01-10,2023-01-12,Hyderabad,Delhi_WH,Sea,Supplier_A,Customs Delay
O-1349,2023-01-14,2023-01-15,2023-01-18,2023-01-19,Hyderabad,Mumbai_WH,Sea,Supplier_D,Weather
O-1350,2023-10-17,2023-10-19,2023-10-23,2023-10-25,Pune,Ahmedabad_WH,Rail,Supplier_A,Traffic
O-1351,2023-07-04,2023-07-06,2023-07-10,2023-07-09,Bengaluru,Kolkata_WH,Rail,Supplier_B,None
O-1352,2023-12-17,2023-12-20,2023-12-24,2023-12-23,Pune,Kolkata_WH,Rail,Supplier_C,None
O-1353,2023-10-14,2023-10-17,2023-10-23,2023-10-26,Chennai,Mumbai_WH,Sea,Supplier_B,Traffic
O-1354,2023-03-02,2023-03-03,2023-03-06,2023-03-06,Pune,Delhi_WH,Air,Supplier_B,None
O-1355,2023-12-04,2023-12-07,2023-12-13,2023-12-12,Bengaluru,Delhi_WH,Sea,Supplier_B,None
O-1356,2023-01-15,2023-01-16,2023-01-19,2023-01-20,Chennai,Kolkata_WH,Rail,Supplier_B,Weather
O-1357,2023-04-20,2023-04-23,2023-04-28,2023-04-29,Bengaluru,Delhi_WH,Sea,Supplier_B,Customs Delay
O-1358,2023-09-24,2023-09-25,2023-09-30,2023-10-01,Hyderabad,Delhi_WH,Road,Supplier_A,Weather
O-1359,2023-04-07,2023-04-08,2023-04-13,2023-04-14,Pune,Ahmedabad_WH,Road,Supplier_D,Customs Delay
O-1360,2023-04-12,2023-04-14,2023-04-17,2023-04-20,Bengaluru,Kolkata_WH,Road,Supplier_B,Transport Breakdown
O-1361,2023-09-06,2023-09-09,2023-09-13,2023-09-13,Hyderabad,Ahmedabad_WH,Sea,Supplier_C,None
O-1362,2023-11-06,2023-11-09,2023-11-13,2023-11-13,Chennai,Ahmedabad_WH,Rail,Supplier_A,None
O-1363,2023-01-17,2023-01-19,2023-01-21,2023-01-23,Pune,Delhi_WH,Rail,Supplier_C,Transport Breakdown
O-1364,2023-09-07,2023-09-08,2023-09-14,2023-09-16,Pune,Ahmedabad_WH,Sea,Supplier_B,Transport Breakdown
O-1365,2023-10-30,2023-10-31,2023-11-03,2023-11-04,Bengaluru,Delhi_WH,Road,Supplier_C,Weather
O-1366,2023-12-19,2023-12-20,2023-12-24,2023-12-23,Pune,Delhi_WH,Rail,Supplier_B,None
O-1367,2023-06-15,2023-06-18,2023-06-20,2023-06-22,Hyderabad,Ahmedabad_WH,Air,Supplier_C,Traffic
O-1368,2023-01-25,2023-01-27,2023-02-02,2023-02-04,Pune,Kolkata_WH,Road,Supplier_B,Customs Delay
O-1369,2023-12-06,2023-12-09,2023-12-13,2023-12-13,Pune,Ahmedabad_WH,Sea,Supplier_C,None
O-1370,2023-09-25,2023-09-26,2023-09-30,2023-10-02,Hyderabad,Delhi_WH,Air,Supplier_C,Customs Delay
O-1371,2023-12-18,2023-12-21,2023-12-24,2023-12-26,Chennai,Kolkata_WH,Road,Supplier_C,Customs Delay
O-1372,2023-05-13,2023-05-15,2023-05-21,2023-05-21,Chennai,Delhi_WH,Road,Supplier_C,None
O-1373,2023-03-13,2023-03-14,2023-03-16,2023-03-19,Bengaluru,Ahmedabad_WH,Rail,Supplier_C,Traffic
O-1374,2023-03-31,2023-04-01,2023-04-05,2023-04-07,Chennai,Delhi_WH,Rail,Supplier_B,Transport Breakdown
O-1375,2023-07-08,2023-07-10,2023-07-12,2023-07-15,Pune,Ahmedabad_WH,Road,Supplier_B,Traffic
O-1376,2023-07-21,2023-07-23,2023-07-27,2023-07-26,Hyderabad,Delhi_WH,Air,Supplier_D,None
O-1377,2023-06-20,2023-06-23,2023-06-28,2023-06-27,Hyderabad,Ahmedabad_WH,Air,Supplier_D,None
O-1378,2023-01-02,2023-01-04,2023-01-07,2023-01-08,Hyderabad,Mumbai_WH,Road,Supplier_B,Weather
O-1379,2023-05-25,2023-05-26,2023-05-28,2023-05-30,Chennai,Kolkata_WH,Air,Supplier_C,Weather
O-1380,2023-07-25,2023-07-28,2023-08-02,2023-08-05,Chennai,Delhi_WH,Air,Supplier_C,Weather
O-1381,2023-05-28,2023-05-31,2023-06-05,2023-06-07,Chennai,Kolkata_WH,Sea,Supplier_B,Customs Delay
O-1382,2023-10-26,2023-10-29,2023-11-03,2023-11-02,Chennai,Kolkata_WH,Road,Supplier_D,None
O-1383,2023-05-01,2023-05-03,2023-05-07,2023-05-10,Bengaluru,Kolkata_WH,Road,Supplier_A,Traffic
O-1384,2023-02-15,2023-02-17,2023-02-23,2023-02-25,Hyderabad,Mumbai_WH,Rail,Supplier_C,Customs Delay
O-1385,2023-06-11,2023-06-14,2023-06-19,2023-06-19,Hyderabad,Mumbai_WH,Sea,Supplier_C,None
O-1386,2023-12-30,2024-01-02,2024-01-07,2024-01-09,Hyderabad,Kolkata_WH,Road,Supplier_A,Transport Breakdown
O-1387,2023-08-02,2023-08-03,2023-08-06,2023-08-08,Bengaluru,Mumbai_WH,Rail,Supplier_B,Traffic
O-1388,2023-11-18,2023-11-20,2023-11-26,2023-11-25,Hyderabad,Ahmedabad_WH,Rail,Supplier_D,None
O-1389,2023-10-08,2023-10-11,2023-10-16,2023-10-15,Bengaluru,Delhi_WH,Sea,Supplier_C,None
O-1390,2023-08-10,2023-08-13,2023-08-17,2023-08-20,Pune,Ahmedabad_WH,Rail,Supplier_A,Customs Delay
O-1391,2023-11-11,2023-11-12,2023-11-17,2023-11-19,Hyderabad,Kolkata_WH,Road,Supplier_A,Traffic
O-1392,2023-02-10,2023-02-12,2023-02-16,2023-02-16,Hyderabad,Ahmedabad_WH,Air,Supplier_C,None
O-1393,2023-08-26,2023-08-29,2023-09-04,2023-09-05,Hyderabad,Delhi_WH,Rail,Supplier_D,Weather
O-1394,2023-06-10,2023-06-13,2023-06-18,2023-06-20,Hyderabad,Kolkata_WH,Rail,Supplier_A,Weather
O-1395,2023-01-07,2023-01-08,2023-01-13,2023-01-15,Hyderabad,Delhi_WH,Sea,Supplier_A,Transport Breakdown
O-1396,2023-09-04,2023-09-07,2023-09-10,2023-09-10,Bengaluru,Mumbai_WH,Sea,Supplier_B,None
O-1397,2023-09-06,2023-09-08,2023-09-10,2023-09-12,Chennai,Ahmedabad_WH,Air,Supplier_B,Customs Delay
O-1398,2023-09-06,2023-09-09,2023-09-15,2023-09-18,Hyderabad,Ahmedabad_WH,Air,Supplier_A,Transport Breakdown
O-1399,2023-08-18,2023-08-21,2023-08-26,2023-08-25,Hyderabad,Kolkata_WH,Air,Supplier_A,None
O-1400,2023-08-02,2023-08-05,2023-08-09,2023-08-11,Pune,Ahmedabad_WH,Air,Supplier_B,Customs Delay
O-1401,2023-10-13,2023-10-14,2023-10-16,2023-10-17,Chennai,Mumbai_WH,Rail,Supplier_C,Weather
O-1402,2023-07-01,2023-07-02,2023-07-08,2023-07-09,Pune,Kolkata_WH,Road,Supplier_D,Customs Delay
O-1403,2023-07-05,2023-07-06,2023-07-10,2023-07-12,Bengaluru,Mumbai_WH,Road,Supplier_B,Transport Breakdown
O-1404,2023-05-17,2023-05-19,2023-05-24,2023-05-25,Chennai,Delhi_WH,Air,Supplier_C,Customs Delay
O-1405,2023-01-06,2023-01-09,2023-01-15,2023-01-14,Hyderabad,Mumbai_WH,Road,Supplier_A,None
O-1406,2023-12-15,2023-12-18,2023-12-24,2023-12-25,Hyderabad,Ahmedabad_WH,Rail,Supplier_C,Weather
O-1407,2023-06-04,2023-06-05,2023-06-07,2023-06-10,Hyderabad,Mumbai_WH,Sea,Supplier_C,Weather
O-1408,2023-10-04,2023-10-07,2023-10-11,2023-10-11,Bengaluru,Delhi_WH,Rail,Supplier_B,None
O-1409,2023-08-21,2023-08-23,2023-08-26,2023-08-29,Pune,Delhi_WH,Rail,Supplier_D,Customs Delay
O-1410,2023-03-17,2023-03-20,2023-03-25,2023-03-27,Hyderabad,Delhi_WH,Road,Supplier_C,Traffic
O-1411,2023-08-14,2023-08-17,2023-08-22,2023-08-24,Hyderabad,Ahmedabad_WH,Air,Supplier_C,Customs Delay
O-1412,2023-11-05,2023-11-07,2023-11-09,2023-11-08,Pune,Delhi_WH,Rail,Supplier_B,None
O-1413,2023-06-06,2023-06-08,2023-06-11,2023-06-11,Hyderabad,Delhi_WH,Sea,Supplier_B,None
O-1414,2023-09-16,2023-09-19,2023-09-24,2023-09-26,Chennai,Mumbai_WH,Air,Supplier_D,Transport Breakdown
O-1415,2023-10-20,2023-10-23,2023-10-27,2023-10-30,Chennai,Delhi_WH,Road,Supplier_A,Traffic
O-1416,2023-05-06,2023-05-09,2023-05-15,2023-05-17,Pune,Mumbai_WH,Rail,Supplier_A,Traffic
O-1417,2023-10-05,2023-10-06,2023-10-10,2023-10-10,Bengaluru,Delhi_WH,Air,Supplier_A,None
O-1418,2023-03-14,2023-03-16,2023-03-20,2023-03-21,Bengaluru,Kolkata_WH,Road,Supplier_D,Transport Breakdown
O-1419,2023-09-05,2023-09-06,2023-09-11,2023-09-11,Hyderabad,Delhi_WH,Road,Supplier_D,None
O-1420,2023-10-04,2023-10-05,2023-10-08,2023-10-11,Chennai,Kolkata_WH,Sea,Supplier_B,Transport Breakdown
O-1421,2023-01-24,2023-01-25,2023-01-31,2023-02-03,Chennai,Kolkata_WH,Rail,Supplier_C,Traffic
O-1422,2023-12-06,2023-12-08,2023-12-12,2023-12-12,Pune,Mumbai_WH,Sea,Supplier_D,None
O-1423,2023-11-29,2023-12-02,2023-12-04,2023-12-07,Hyderabad,Delhi_WH,Sea,Supplier_D,Traffic
O-1424,2023-01-11,2023-01-13,2023-01-17,2023-01-17,Bengaluru,Mumbai_WH,Road,Supplier_D,None
O-1425,2023-02-26,2023-02-28,2023-03-06,2023-03-09,Chennai,Ahmedabad_WH,Air,Supplier_A,Transport Breakdown
O-1426,2023-12-21,2023-12-24,2023-12-30,2024-01-02,Chennai,Delhi_WH,Sea,Supplier_C,Weather
O-1427,2023-05-23,2023-05-25,2023-05-31,2023-06-02,Chennai,Delhi_WH,Road,Supplier_A,Weather
O-1428,2023-02-02,2023-02-05,2023-02-07,2023-02-06,Pune,Kolkata_WH,Sea,Supplier_B,None
O-1429,2023-02-18,2023-02-21,2023-02-26,2023-03-01,Bengaluru,Ahmedabad_WH,Road,Supplier_B,Traffic
O-1430,2023-02-22,2023-02-25,2023-02-27,2023-03-02,Hyderabad,Delhi_WH,Rail,Supplier_C,Traffic
O-1431,2023-08-21,2023-08-24,2023-08-28,2023-08-31,Pune,Delhi_WH,Road,Supplier_A,Customs Delay
O-1432,2023-01-23,2023-01-24,2023-01-27,2023-01-28,Chennai,Mumbai_WH,Rail,Supplier_B,Transport Breakdown
O-1433,2023-08-05,2023-08-07,2023-08-10,2023-08-10,Chennai,Delhi_WH,Air,Supplier_A,None
O-1434,2023-09-11,2023-09-12,2023-09-14,2023-09-14,Hyderabad,Delhi_WH,Air,Supplier_A,None
O-1435,2023-01-16,2023-01-19,2023-01-21,2023-01-21,Bengaluru,Kolkata_WH,Rail,Supplier_A,None
O-1436,2023-04-11,2023-04-12,2023-04-15,2023-04-16,Chennai,Mumbai_WH,Road,Supplier_C,Traffic
O-1437,2023-03-15,2023-03-16,2023-03-19,2023-03-19,Bengaluru,Delhi_WH,Sea,Supplier_D,None
O-1438,2023-11-19,2023-11-21,2023-11-24,2023-11-27,Chennai,Delhi_WH,Air,Supplier_C,Transport Breakdown
O-1439,2023-08-31,2023-09-02,2023-09-08,2023-09-10,Hyderabad,Ahmedabad_WH,Air,Supplier_C,Traffic
